dataset	species_i	species_j	deltaF_j_Bi	eps_ij	sumF2	eff_inter
amyl_Sanchez-Gorostiaga2019.csv	C	E	1.65055815618677	-1.16842559563412	453.798645029546	-0.00424980201658758
amyl_Sanchez-Gorostiaga2019.csv	C	M	3.25419480178187	-4.42350405503952	453.798645029546	-0.0317209935711319
amyl_Sanchez-Gorostiaga2019.csv	C	S	8.53498947676378	-0.556431695488656	453.798645029546	-0.0104652993514873
amyl_Sanchez-Gorostiaga2019.csv	C	T	6.25817114748623	-0.591711523399048	453.798645029546	-0.00816007721470819
amyl_Sanchez-Gorostiaga2019.csv	C	P	18.123845273974	-4.85811071571876	453.798645029546	-0.194023600334437
amyl_Sanchez-Gorostiaga2019.csv	E	C	-6.00114424752008	-1.16842559563412	413.890283403032	0.0169414234232384
amyl_Sanchez-Gorostiaga2019.csv	E	M	5.12168816268645	-1.64731679315098	413.890283403032	-0.0203847330029255
amyl_Sanchez-Gorostiaga2019.csv	E	S	9.35018692881895	-1.316971463789	413.890283403032	-0.0297516754080371
amyl_Sanchez-Gorostiaga2019.csv	E	T	8.27857434576768	-1.77026865024684	413.890283403032	-0.0354086607507513
amyl_Sanchez-Gorostiaga2019.csv	E	P	13.9887123312128	2.1230881419516	413.890283403032	0.0717563819749062
amyl_Sanchez-Gorostiaga2019.csv	M	C	-4.70684186185823	-4.42350405503952	422.589000321147	0.0492694652405455
amyl_Sanchez-Gorostiaga2019.csv	M	E	4.51366873683124	-1.64731679315098	422.589000321147	-0.0175949736108893
amyl_Sanchez-Gorostiaga2019.csv	M	S	10.7663777729817	-3.96429390887179	422.589000321147	-0.100999045866334
amyl_Sanchez-Gorostiaga2019.csv	M	T	8.73229370185098	-1.36162175032738	422.589000321147	-0.0281362766793532
amyl_Sanchez-Gorostiaga2019.csv	M	P	13.70742831084	4.1242423575261	422.589000321147	0.1337771603363
amyl_Sanchez-Gorostiaga2019.csv	P	C	-1.23894054175187	-4.85811071571876	99.6230874244054	0.0604168218194439
amyl_Sanchez-Gorostiaga2019.csv	P	E	1.17865883324731	2.1230881419516	99.6230874244054	0.0251186412403923
amyl_Sanchez-Gorostiaga2019.csv	P	M	1.50539423872965	4.1242423575261	99.6230874244054	0.0623210025372454
amyl_Sanchez-Gorostiaga2019.csv	P	S	1.72529780322236	13.8925539737634	99.6230874244054	0.240594760429099
amyl_Sanchez-Gorostiaga2019.csv	P	T	9.56326371012599	-6.6175066242525	99.6230874244054	-0.635243923746624
amyl_Sanchez-Gorostiaga2019.csv	P_0	C	-0.827847077795197	-4.69394675636123	2.67335594522785	1.45355507653834
amyl_Sanchez-Gorostiaga2019.csv	P_0	E	-0.00223000702140808	4.59144273675346	2.67335594522785	-0.00382999860517289
amyl_Sanchez-Gorostiaga2019.csv	P_0	M	0.744730047682849	5.28303972338542	2.67335594522785	1.47172262344283
amyl_Sanchez-Gorostiaga2019.csv	P_0	S	1.19724573257155	14.859178373534	2.67335594522785	6.65459005898178
amyl_Sanchez-Gorostiaga2019.csv	P_1	C	-1.65003400570855	-4.98944188320478	9.24496724602616	0.890511405579415
amyl_Sanchez-Gorostiaga2019.csv	P_1	E	0.893550418773287	-0.345266452850257	9.24496724602616	-0.0333709114724365
amyl_Sanchez-Gorostiaga2019.csv	P_1	M	0.803950882241837	2.96544499166678	9.24496724602616	0.257877832754346
amyl_Sanchez-Gorostiaga2019.csv	P_1	S	2.25334987387316	13.1192544539469	9.24496724602616	3.1976609091631
amyl_Sanchez-Gorostiaga2019.csv	S	C	-2.95492302497819	-0.556431695488656	142.758086388945	0.0115174759652313
amyl_Sanchez-Gorostiaga2019.csv	S	E	1.96936194393636	-1.316971463789	142.758086388945	-0.0181677518075577
amyl_Sanchez-Gorostiaga2019.csv	S	M	3.66675894222444	-3.96429390887179	142.758086388945	-0.101823374826963
amyl_Sanchez-Gorostiaga2019.csv	S	T	6.102584910974	-0.333146979127572	142.758086388945	-0.0142412789312783
amyl_Sanchez-Gorostiaga2019.csv	S	P	8.9141161145199	13.8925539737634	142.758086388945	0.867480381545319
amyl_Sanchez-Gorostiaga2019.csv	T	C	-4.93888196656161	-0.591711523399048	516.61413012762	0.00565682044275548
amyl_Sanchez-Gorostiaga2019.csv	T	E	4.48808618597473	-1.77026865024684	516.61413012762	-0.0153792120875097
amyl_Sanchez-Gorostiaga2019.csv	T	M	5.54982496791324	-1.36162175032738	516.61413012762	-0.0146274790915104
amyl_Sanchez-Gorostiaga2019.csv	T	S	9.79574217823705	-0.333146979127572	516.61413012762	-0.00631694281026739
amyl_Sanchez-Gorostiaga2019.csv	T	P	18.5828290482986	-6.6175066242525	516.61413012762	-0.238034515807939
butyrate_Clark2021.csv	AC	ER	0.300922496602117	-10.9478347527933	365.001867826708	-0.00902584358215416
butyrate_Clark2021.csv	AC	FP	-4.45127218881985	-0.757072389575663	365.001867826708	0.00923265213054057
butyrate_Clark2021.csv	AC	CC	1.95563769167363	1.16804992445463	365.001867826708	0.00625827607847891
butyrate_Clark2021.csv	AC	RI	-1.87701655904052	-4.93067018249724	365.001867826708	0.0253558964912164
butyrate_Clark2021.csv	AC	DP	-4.32525905282865	-21.2366486555556	365.001867826708	0.25165352549043
butyrate_Clark2021.csv	AC	BH	-1.37419737847262	-5.26603897058824	365.001867826708	0.0198261367576144
butyrate_Clark2021.csv	AC	CA	-3.94602061113675	2.53224166666667	365.001867826708	-0.0273759634944937
butyrate_Clark2021.csv	AC	PC	-3.53146979254104	0.136598809523811	365.001867826708	-0.00132162219443609
butyrate_Clark2021.csv	AC	DL	-5.69918810989697	9.3659943627451	365.001867826708	-0.146241891931527
butyrate_Clark2021.csv	AC	CG	-0.801045502253789	17.9261212611111	365.001867826708	-0.0393412748668087
butyrate_Clark2021.csv	AC	BF	-5.12744477514643	3.788575	365.001867826708	-0.0532208484429541
butyrate_Clark2021.csv	AC	EL	-1.90446711119682	-0.287525000000002	365.001867826708	0.00150021672329317
butyrate_Clark2021.csv	AC	CH	-2.60670730306113	5.25169166666667	365.001867826708	-0.0375056245668987
butyrate_Clark2021.csv	AC	BO	-3.42755673076661	8.38410833333334	365.001867826708	-0.0787311229953393
butyrate_Clark2021.csv	AC	BT	-5.42634520076837	1.343575	365.001867826708	-0.0199744231352366
butyrate_Clark2021.csv	AC	BU	-3.45557450173802	-0.829674999999995	365.001867826708	0.00785476466682259
butyrate_Clark2021.csv	AC	BV	-5.39990262538945	0.546275000000001	365.001867826708	-0.00808168962051757
butyrate_Clark2021.csv	AC	BC	-5.67083003512069	4.261275	365.001867826708	-0.0662050482146622
butyrate_Clark2021.csv	AC	BY	-2.23586697900518	3.9985943627451	365.001867826708	-0.0244939160211165
butyrate_Clark2021.csv	AC	PJ	-2.93398703035336	-2.30167196969697	365.001867826708	0.0185014826017958
butyrate_Clark2021.csv	AC	DF	-3.62832989694973	6.13544125	365.001867826708	-0.0609898383559032
butyrate_Clark2021.csv	AC	BL	-3.26538772200079	-3.92532177424242	365.001867826708	0.0351167998203205
butyrate_Clark2021.csv	AC	BP	-5.43619079765569	1.654575	365.001867826708	-0.0246425735917098
butyrate_Clark2021.csv	AC	BA	-6.15121128551487	5.17671702020202	365.001867826708	-0.0872408690568722
butyrate_Clark2021.csv	BA	ER	8.38296784717225	-14.8312137254902	1242.03785910313	-0.100101286675031
butyrate_Clark2021.csv	BA	FP	3.90708231697028	-6.25912975	1242.03785910313	-0.019689363723185
butyrate_Clark2021.csv	BA	AC	24.8507441864909	5.17671702020202	1242.03785910313	0.103575965460334
butyrate_Clark2021.csv	BA	CC	8.91380866105797	-14.0447978813131	1242.03785910313	-0.100796155350416
butyrate_Clark2021.csv	BA	RI	6.06045480377468	-9.95760189404762	1242.03785910313	-0.0485875658222152
butyrate_Clark2021.csv	BA	DP	-1.90144069881283	-15.034625	1242.03785910313	0.0230165672140072
butyrate_Clark2021.csv	BA	BH	3.69246877404699	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	CA	7.00680712589727	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	PC	4.12216355710532	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	DL	4.33982801831594	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	CG	5.13208078761946	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	BF	7.08592955630026	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	EL	4.93392320636985	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	CH	3.96597946422915	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	BO	7.41187496889815	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	BT	0.662372622685425	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	BU	-5.09949528684482	NA	1242.03785910313	NA
butyrate_Clark2021.csv	BA	BV	2.18060567399261	15.1673470588235	1242.03785910313	0.0266288203805383
butyrate_Clark2021.csv	BA	BC	0.620734466965555	NA	1242.03785910313	NA
